study_hours_per_day,attendance,assignments_completed,midterm_score,previous_sgpa,daily_screen_time,social_media_usage,class_participation,sleep_hours,stress_level,physical_activity,internet_quality,study_environment,fatigue_score,gender,sgpa
5.27, 64.8 %,,75.9,8.77,3.63,4.48,2,5.99,Low,0.01,5,2,4.41,F,
6.05,64,0,43.18,6.29,5.66,2.83,1,7.94,3,6.58,5,1,4.2,M,4
6.66, 57.3 %,2,44.7,6.55,,2.31,3,5.05,,6.64,3,4,3.11,male,
15.3990167354884, 64.5 %,4,41.25,7.39,1.14,4.57,1,2.15031444232971,high,4.97,1,3,8.36,male,6.45
3.28, 65.5 %,1,62.25,5.1,4.07,0.92,8,6.84,3,2.96,1,3,8.94,M,4
1.09,76.1%,4,84.75,6.49,2.57,2.63,8,4.02,5,1.25,4,3,8.99,Male,4
7.51,83.2%,10,50.37,7.37,1.2,3.44,4,4.09,high,3.45,2,2,4.56,M,5.91
5.82,69,9,76.35,5.54,4.3,3.24,1,4.71,Low,5.54,2,4,3.33,female,4
8.53,86.0%,2,57.33,5.63,2.44,1.69,2,5.12,5,4.24,1,5,1.89,female,4
8.39,66.8%,8,87.82,7.32,4.17,3.03,2,6.64,low,,5,4,7.05,Male,5.6
8.59, 64.5 %,10,87.9,8.65,2.94,3.69,2,7.43,1,5.95,3,,3.97,female,6.82
5.37,77.1%,0,86.52,9.17,5.23,3.13,9,5.56,high,2.19,4,5,3.49,male,4.17
4, 51.2 %,3,71.49,7.73,,,7,5.2,low,6.02,1,1,4.34,F,
8.12,54,9,57.07,7.37,4.83,1.65,9,8.11,1,3.08,3,4,5.99,Male,5.33
5.06,70.9%,5,88.57,6.92,5.53,4.25,10,4.81,high,0.02,1,1,2.46,Male,4.26
2.65,97,8,51.17,5.96,7.43,2.52,10,7.39,low,5.12,3,2,9.65,Male,4
8.69,86.1%,2,57.39,5.73,3.62,4.94,2,8.66,5,,3,3,7.59,M,4.83
8.94, 54.4 %,,51.04,8.96,2.17,0.6,5,5.16,2,3.39,2,4,1.42,M,
5.2,92.3%,4,80.45,7.33,2.98,2.21,1,4.43,high,3.18,,5,3.76,male,4.92
1.68, 86.6 %,6,81.17,8.95,3.82,1.31,2,8.9,5,5.64,4,5,1.45,Male,4.09
4.49,81,,79.15,8.52,5.52,3,4,5.35,4,6.19,2,1,3.07,Male,
8.23, 91.0 %,10,64.94,5.97,1.03,1.59,10,5.38,medium,6.82,5,,3.58,,6.05
9.12,,7,46.01,7.55,6.97,3.82,1,6.42,5,2.42,4,4,7.46,female,4.44
2.83,61,4,94.67,7.22,1.53,4.47,8,5.16,low,4.16,,2,7.47,male,4.47
1.6,76,6,70.46,7.12,7.3,1.45,6,,5,5.76,3,1,1.41,F,4
8.9, 77.4 %,5,64.42,7.71,,1.22,1,4.21,3,3.72,3,4,6.29,Male,
4.5,76.9%,9,75.33,9.91,7.93,4.44,9,6.26,Low,3.23,4,4,9.65,Male,4.22
5.88, 78.3 %,1,51.57,,6.67,2.13,1,6.74,5,4,,3,6.66,F,
9.71, 97.4 %,2,47.95,9.52,1.99,2.46,4,6.33,5,2.5,4,5,9.64,Female,6.06
1.6,95.1%,10,64.33,5.15,5.94,1.49,5,6.6,5,1.34,1,3,4.43,M,4
6.83, 93.8 %,10,53.63,5.7,2.42,2.41,9,8.94,medium,0.47,2,,5.14,male,4.06
1.67, 90.1 %,3,54.66,5.42,7.28,1.54,2,8.38,high,4.27,5,1,5.46,female,4
4.38,97,4,93.55,6.32,3.22,3.5,9,5.54,medium,2.65,4,3,9.32,Male,4
8.23,54.9%,8,71.85,7.21,3.29,2.74,1,6.76,3,6.18,5,4,4.42,M,4.98
4.9,63.3%,5,69.01,8.21,7.42,4.05,4,4,medium,1.56,2,5,9.85,male,4.56
9.97,75,0,81.37,7.5,1.09,1.91,7,6.05,1,2.17,2,1,5.89,female,4.58
6.03,92.3%,2,97.09,9.52,2.36,2.78,4,,2,6.79,1,3,2.96,Female,6.16
3.89,75.3%,6,46.73,9.7,3.95,1.67,8,7.56,high,3.89,2,1,1.93,F,4.31
2.98,87,7,90.01,5.82,5.91,4.71,7,5.11,high,2.43,3,5,2.56,female,4.57
4.15, 56.9 %,6,,9.26,5.53,2.85,6,7.74,Low,6.03,5,2,1.35,F,
4.35, 62.6 %,4,48.77,7.41,5.69,1.28,5,5.57,2,5.2,2,2,7.23,Male,4
1.62, 86.6 %,9,57.83,7.27,7.16,,10,8.63,HIGH,4.01,2,4,5.65,female,4
4.33,58,7,68.94,8.92,1.85,0.87,3,6.23,HIGH,,,4,7.64,F,4.46
5.18,68,8,81.47,5.47,4.66,0.63,8,8.2,1,0.66,5,2,8.04,female,4.67
7.5,63.2%,6,,9.41,6.08,2.87,4,,HIGH,2.76,1,5,9.38,female,
6.91, 67.5 %,10,72.09,8.35,5.45,2.02,8,8.89,low,5.67,,3,2.05,F,4.81
14.7421590466854,85,8,81.08,9.38,4.14,4.84,1,2.28202417789365,Low,2.7,3,3,2.67,Male,6.38
1.08,68,0,66.92,9.97,1.12,1.27,2,7.64,HIGH,6.49,3,,5.93,male,4
2.96,78,8,91.78,7.59,1.42,4.07,2,5.32,high,1.07,1,3,2.17,female,5.38
,55.0%,2,92.17,5.47,1.83,1.92,6,6.52,4,2.36,2,4,1.83,,
5.36,90,5,68.24,5.83,3.4,1.51,5,5.45,medium,,5,3,7,M,4
1.05, 68.5 %,7,98.38,6.62,1.82,4.86,,4.1,1,4.81,3,3,7.52,Male,4.35
8.24,82,2,44.54,5.52,3.98,4.11,10,7.55,5,1.37,2,4,8.59,female,4
7.96,86,3,40.2,9.08,2.25,3.34,7,5.18,medium,0.07,1,1,9.24,M,4.2
5.94,60.5%,6,62.84,6.48,6.45,3.64,,5.99,3,,1,2,,M,4
1.6, 94.2 %,6,76.07,9.88,7.1,4.96,,5.42,low,6.29,5,3,9.82,F,4.18
, 80.8 %,3,77.75,8.51,3.73,3.17,2,5,2,2.1,1,2,1.34,F,
6.25, 71.4 %,8,,5.87,,0.96,1,4.34,medium,3.38,1,2,8.83,,
8.04,59,2,47.49,7.38,7.67,0.79,2,5.69,4,3.42,1,5,3.89,Female,4
7.77,97.1%,7,50.23,7.33,4.75,3.5,3,4.41,3,6.08,3,5,9.3,female,4
8.23, 87.8 %,7,91.13,7.46,7.97,3.46,6,6.7,HIGH,4.18,5,5,3,Female,6.79
13.4504962453102,60,3,92.07,7.68,1.99,,7,2.60141577354123,medium,5.79,5,1,7.67,male,6.76
2.26,66.9%,6,80.43,5.16,7.04,0.99,6,8.7,3,6.38,5,1,4.83,M,4
7.04, 90.5 %,3,79.85,8.43,4.48,4.75,1,8.83,high,3.96,1,2,4.43,female,4.88
13.4635458859025,,0,,7.44,1.16,2.98,9,2.15180538866393,low,2,1,2,1.53,F,
7.68,88.3%,0,52.18,8.95,7.81,3.42,8,5.3,medium,3.49,3,2,7.35,F,4.12
2.53,72,0,65.7,9.08,7.76,0.66,2,4.52,5,5.96,1,2,2.58,Female,4
2.75,85.8%,1,81.75,6.15,3.68,4.82,1,8.52,5,4.09,3,4,5.17,male,4
9.01,69,5,72.24,5.24,7.68,3.03,7,6.93,5,6.27,5,2,2.27,Male,4.88
7.75, 60.6 %,9,41.11,8.52,,3.04,3,7.05,2,,3,5,6.44,Female,
9.17, 81.6 %,10,97.21,9.89,5.76,4.75,3,8.48,HIGH,2.61,2,2,3.08,Male,6.94
7.83,98.8%,4,90.69,7.23,2.34,4.68,10,8.55,low,3.14,4,5,6.35,Male,5.32
6.37, 65.5 %,10,55.63,6.3,2.73,1.49,9,8.14,3,4.75,1,5,9.52,,4.69
6.89,73,1,76.99,5.78,6.46,4.69,2,7.87,low,0.78,5,2,9.29,M,4
9,84,7,95.39,6.44,3.64,3.81,5,8.39,HIGH,3.26,4,2,2.8,M,6.23
6.21,77,8,45.76,6.64,1.05,0.59,4,8.38,5,1.05,4,3,,Female,4
6.69,92.2%,6,70.18,7.12,3.9,1.58,1,5.84,3,5.94,5,5,1.38,male,4.96
2.41,88.1%,8,67.37,8.28,2.6,2.36,6,8.87,HIGH,6.6,4,2,8.46,Female,4.04
5.27,52.9%,3,64.61,6.37,5.78,3.12,6,7.55,high,0.99,3,2,3.24,Female,4
7.45,100,6,90.14,5.25,2.36,3.66,1,5.85,1,,5,3,3.56,female,5.31
3.44,88,4,62.84,6.87,,1.45,7,,low,4.46,5,4,3.04,male,
2.82,93,4,43.82,9.28,2.87,4.27,6,7.44,2,5.32,3,5,8.56,F,4
3.82,83,2,43.95,7.49,3.75,4.31,4,5.81,3,4.87,2,5,9.81,Male,4
,92.8%,8,42.56,9.82,,3.36,7,8.13,low,1.52,2,3,7.8,Male,
2.93,55.6%,9,64.55,7.52,5.51,4.64,3,4.74,medium,2.04,4,4,8.41,female,4
4.82,67.4%,4,83.1,6.38,1.71,4.16,10,8.54,Low,1.16,5,1,6.58,Male,4.11
9.17,93.8%,5,52.22,5.97,4.35,1.5,6,5.51,HIGH,6.45,3,3,5.76,male,4.2
5.56,60,2,78.79,8.47,3.34,4.09,6,4.76,4,3.65,5,2,7.49,Male,5.28
2.69,54,9,81.23,7.68,7.19,4.79,10,8.29,medium,,3,2,1.32,M,4.01
1.69, 89.4 %,6,55.31,8.02,1.51,1.12,6,5.2,4,3.15,2,2,1.55,female,4
7.27, 91.8 %,8,76.03,8.78,6.81,4.9,3,8.22,2,3.87,2,1,7.19,male,5.35
4.45, 58.1 %,8,81.09,8.63,2.17,0.61,10,5.48,,5.53,4,2,4.02,M,
8.4,93,9,68,5.22,1.62,2.85,5,8.67,1,5.58,3,1,5.4,female,5.23
6.94,84.3%,9,60.2,9.01,2.42,3.98,1,5.1,4,1.62,2,3,8.04,F,5.05
8.17,76.0%,4,77.15,7.66,1.72,4.06,6,4.35,medium,2.02,1,1,6.19,Male,5.07
3.45,91.5%,6,98.67,6.96,4.65,3.81,7,8.68,low,0.68,2,2,8.25,female,4.75
7.23,71,2,65.61,7.69,7.92,2.88,5,4.83,1,5.64,5,5,4.77,Male,4.57
12.6248335707282, 59.7 %,5,63.5,8.06,1.24,3.43,5,1.1759448807636,high,5.56,3,2,3.59,M,6.9
9.45,,7,67.86,5.75,4.23,3.65,6,8.12,4,0.57,1,1,3.11,M,6.03
6.73, 75.3 %,7,44.57,7.09,3.7,2.73,7,4.41,4,1.8,2,1,2.19,female,4.41
3.92, 76.6 %,,73.19,6.68,3.38,3.18,4,6.23,2,3.15,2,4,1.33,F,
3.43,,5,,6.75,3.32,4.31,7,4.37,high,3.79,3,4,1.48,female,
2.72,90,6,47.29,5.46,7.27,1.91,5,5.65,medium,3.66,1,4,3.44,male,4
7.25,79.1%,6,67.98,,1.13,2.85,7,5.76,2,6.88,3,2,3.51,M,
2.97,89,2,40.2,5.81,6.42,0.54,1,,5,5.35,2,1,4.44,female,4
6.36,,8,,6.87,2.77,3.59,10,8.88,4,0.79,4,4,6.32,Male,
3.38,53,1,46.34,9.47,3.68,1.38,2,4.85,2,2.05,3,5,7.83,,4
6.96,93.7%,10,41.46,6.03,3.94,2.66,2,5.65,HIGH,2.42,2,3,2.78,female,4.96
8.33, 53.8 %,2,89.47,7.08,3.13,1.45,7,6.94,high,2.21,3,3,7.83,F,5.48
8, 62.3 %,10,94.97,6.56,1.65,0.61,9,4.86,3,5.5,2,4,2.25,Female,5.72
7.85,84.8%,1,52.46,8.94,1.8,2.67,7,7.55,medium,2.52,,4,9.9,male,4
2.69, 70.5 %,10,72.36,5.25,3.09,2.41,,6.02,3,,2,4,,female,4
, 93.8 %,8,56.68,5.98,6.75,2.41,3,8.75,Low,3.73,1,3,8.54,male,
7.29,,3,69.61,6.05,1.94,1.44,5,7.15,1,1.89,5,4,2.71,M,4.78
4.32, 50.6 %,1,66.2,9.96,6.2,4.76,10,5.82,5,2.26,5,5,9.56,F,4
4.89,65,2,56.14,7.85,3.02,0.52,2,7.6,5,5.46,3,5,8.44,F,4
1.28,78.9%,3,82.02,5.69,7.18,4.51,9,8.19,4,6.07,2,5,4.23,male,4
3.34,68.8%,9,47.59,6.36,4,3.82,6,8,5,0.26,5,5,4.79,F,4
1.3,77,5,43.18,5.84,2.2,1.27,9,5.31,2,4.24,5,1,1.03,female,4
,94,4,86.06,5.62,7.9,2.62,9,6.08,HIGH,4.43,3,4,3.26,male,
,96,2,,8.99,2.24,4.95,7,6.26,HIGH,5.16,3,2,3.6,Male,
,63,9,69.91,7.48,4.97,3.4,5,5.94,4,4.86,3,1,5.07,M,
1.35,73.1%,7,68.07,8.16,4.99,1.07,4,5.55,medium,6.14,4,2,2.25,Male,4
12.9527603910428,77.5%,7,69.84,6.66,3.61,2.56,1,1.92214437811307,4,,1,2,5.31,,5.65
3.91,97.5%,6,,7.77,7.66,2.61,9,4.06,3,,1,1,7.02,Female,
9.08,100,2,63.57,6.29,6.91,4.11,,5.47,HIGH,5.47,1,4,4.34,female,4.4
8.99,62,0,69.98,6.54,6.81,4.62,2,4.71,high,5.93,2,1,3.09,F,4.68
3.93,86,4,71.71,8.26,7.82,0.87,7,4.64,4,1.85,2,3,5.93,female,4.34
9.11,69,0,81.51,5.75,4.2,1.91,6,5.38,4,4.1,1,5,1.26,male,4.23
9.97,50,5,82.67,8.09,1.68,1.84,4,7.81,medium,1.27,3,1,4.07,female,5.32
8.43,50.5%,10,62.66,9.26,6.36,4.98,6,8.85,low,5.96,4,1,5.75,F,5.46
8.6,73,6,64.81,5.6,3.67,3.02,,6.57,Low,5.11,1,3,4.02,F,4.44
3.24,74,4,62.42,9.49,2.33,4.46,5,5.69,3,1.55,3,5,4.11,female,4.11
6.19,51.1%,3,72.19,5.4,4.38,2.42,1,8.15,5,4.37,5,2,8.63,female,4.07
1.61, 84.3 %,1,67.2,6.74,7.48,3.75,3,4.34,1,,4,3,9.41,,4
1.85, 64.7 %,4,93.38,8.05,2.2,,7,4.47,high,1.81,2,4,8.45,M,4.49
9.99,78,8,81.78,7.8,6.94,4.6,2,5.73,5,6.25,5,1,1.89,female,6.75
3.94, 65.0 %,3,93.92,5.48,3.93,2.55,10,6.24,Low,1.03,5,1,3.61,M,4
7.73, 58.4 %,1,82.55,8.99,1.96,4.12,,7.99,Low,3.27,5,3,7.4,F,4.77
,70.4%,5,98.26,9.87,6.94,1.65,1,8.63,medium,4.08,3,1,9.77,F,
8.72,62,7,78.14,5.91,7.79,3.62,,6.66,2,5.76,1,5,3.18,male,4.74
,76.7%,1,97.81,9.48,3.04,,7,6.48,5,1.05,5,5,9.08,Female,
3.17,59.9%,8,49.49,7.78,3.12,0.64,6,5.07,4,4.26,1,3,7.65,female,4
1.36,75,6,43.15,9.68,3.73,2.36,10,6.26,medium,0.05,5,3,9.85,Female,4
4.7,57.9%,1,74.75,5.88,6.7,2.98,5,8.62,5,5.76,3,3,1.84,M,4.06
2.17,84,10,99.01,8.96,1.07,1.18,6,5.96,2,1.64,1,4,4.55,female,5.81
1.2,88,4,65.06,5.3,2.57,1.33,1,5.05,high,5.05,2,1,5.3,F,4
4.24, 55.5 %,4,52.72,9.42,5.94,2.59,9,5.69,high,4.21,4,2,7.05,M,4
8.05,73,6,71.29,8.37,3.84,2.04,1,6.57,2,0.35,5,2,6.89,Female,5.76
6.1,54,,78.93,6.85,3.31,2.48,4,6.99,1,1.28,5,2,9.16,M,
3.82,80,10,58.91,5.95,7.11,2.57,3,6.16,Low,1.87,3,3,8.55,male,4
6.89,63,5,,9.08,7.42,1.13,4,,4,6.21,4,,1.5,Male,
3.09,76,8,98.51,8.02,7.64,1.32,1,6.92,2,3.37,1,4,5.38,female,4.97
1.13, 75.9 %,2,93.82,6.8,2.91,4.32,10,7.33,HIGH,6.39,5,2,4.66,Female,4
7.88, 96.2 %,2,57.5,7.22,7.39,1.23,4,8.31,low,0.33,2,2,9.97,female,4
6.61,77.5%,7,59.6,9.13,6.16,3.5,4,8.33,Low,0.05,2,,4.85,F,4.06
7.86,79,9,62.29,6.69,2.08,2.38,3,5.02,medium,6.64,3,3,7.14,male,5.21
1.35,70,5,63.67,5.45,5.27,4.86,8,7.12,low,5.07,5,3,3.56,Male,4
8.53, 97.5 %,9,46.02,9.56,1.18,0.8,7,7.58,Low,5.48,3,,6.53,male,6.02
6.58, 88.9 %,,85.72,6.94,5.96,4.24,9,4.73,medium,6.41,4,5,2.86,M,
6.07,64.3%,1,61.92,6.74,6.13,2.71,2,8.21,Low,6.89,2,3,6.43,F,4.01
6.62,92,1,92.79,6.02,6.53,,10,4.9,4,0.68,2,5,8.81,Female,4
8.78,72,1,95.62,9.49,2.21,1.69,3,8,4,,3,1,1.17,M,5.75
6.28,91.4%,4,41.47,6.09,5.4,2.33,6,4.81,medium,,4,3,5.54,Male,4
,91,4,99.31,8.18,2.25,1.91,2,7.71,5,5.73,1,5,9.84,,
9.92,59,0,82.6,9.4,7.63,2.13,2,4.74,HIGH,2.49,4,1,,Female,5.97
7.81,85,1,71.22,5.17,5.73,4.63,10,5.89,2,4.15,3,1,2.65,F,4
4.98, 64.5 %,,63.37,9.14,1.67,2.12,2,4.72,3,5.99,3,2,5.24,female,
7.37, 64.9 %,3,71.11,7.05,2.31,2.38,2,5.35,2,4.78,4,5,8.84,female,4.63
4.5, 64.8 %,6,59.48,8.29,5.64,3.93,5,8.92,HIGH,0.46,3,2,6.06,male,4.56
3.06,86,2,77.36,6.86,4.34,4.07,1,4.54,medium,3.12,2,1,5.58,female,4
6.37, 61.5 %,4,45.58,8.48,6.15,0.88,7,6.03,Low,0.47,3,3,1.78,M,4.17
9.35,50.0%,10,77.27,6.27,2.97,3.67,1,7.38,low,3.35,1,3,9.66,male,5.89
9.36,86,8,56.52,5.11,5.61,2.67,1,,medium,1.54,2,3,4.12,male,5.04
4.08,59,4,41.06,9.74,2.24,1.1,5,4.55,5,0.01,5,5,3.27,female,4
5.75,55,8,73.16,5.08,4.81,1.69,7,4.72,high,5.69,2,4,4.71,female,4.96
2.9,62,0,,9.12,7.7,0.7,3,7.22,high,6.79,2,2,4.73,M,
9.96,69,8,65.59,5.85,5.4,2.12,7,8.55,4,6.75,2,4,5.13,male,5.75
9.83,73.8%,4,44.34,6.96,1.35,1.65,9,8.13,low,2.09,4,4,7.2,Female,5.13
6.85, 52.2 %,7,93.6,9.11,7.92,2.22,4,8.92,medium,5.8,5,1,8.81,F,5.69
,98.5%,4,76.69,6.03,2.1,3.11,5,6.89,4,4.75,1,2,1.52,M,
7.44, 85.8 %,5,46.94,9.33,6.03,3.8,8,8.81,2,5.6,2,1,5.42,M,5.66
6.34, 66.2 %,7,70.66,7.49,4.73,3.22,,5.52,3,5.92,4,4,4.73,female,4.81
1.48,65.9%,1,69.84,6.83,3.06,3.55,5,6.11,HIGH,,3,1,1.1,M,4
5.09, 72.4 %,2,43.62,8.31,2.24,4.4,5,5.98,5,1.06,5,1,8.35,F,4.61
7.07, 81.3 %,10,76.41,6.71,2.24,4.43,2,4.24,5,5.39,1,5,1.94,M,4.92
7.1,57.3%,8,88.5,6.74,,4.37,9,,HIGH,5.14,5,2,2.03,male,
4.36, 59.4 %,4,84.94,8.67,7.11,1.19,6,4.12,2,,,2,1.43,Female,4
9.48,93,4,52.18,6.55,4.26,1.63,5,7.65,3,2.75,1,4,,M,4.22
2.51, 62.8 %,8,,6,1.73,2.76,5,6.04,high,1.24,3,3,2.59,Male,
5.5,69.0%,9,60.55,9.04,7.19,2.11,4,4.03,1,6.39,1,1,,M,4.83
,94,2,96.79,9.03,4.41,1.09,1,5.45,high,6.16,3,2,6.93,M,
7.27,83,3,,7.49,4.07,1.79,6,5.73,medium,4.3,2,3,1.49,,
6.84, 67.1 %,6,69.17,7.63,3.85,4.89,1,8.82,HIGH,3.58,5,2,8.74,male,4.75
3.48,84.2%,1,75.83,8.48,3.56,2.06,10,7.31,2,1.63,1,4,3.94,female,4
2.41,51,7,54.86,7.55,4.68,2.39,2,6.72,medium,5.53,3,1,6.46,M,4
6.72, 86.8 %,4,86.28,7.09,5.23,0.53,7,4.64,4,0.06,2,5,1.11,M,4.85
,74,0,77.61,9.97,4.27,3.74,1,5.96,Low,3.24,5,4,4.29,F,
2.61,90.7%,2,41.09,5.74,7.28,2.36,8,4.18,low,6.02,2,4,1.02,male,4
7.35, 97.7 %,,76.5,7.96,3.22,0.96,8,7.81,low,4.33,4,4,2.49,Female,
5.1,96,4,69.49,9.43,5.05,4.86,7,4.81,4,4.45,5,3,5.03,male,4.14
7.01,95.5%,7,,8.44,,,7,,medium,0.49,3,4,5.82,M,
,76,0,99.74,9.4,6.27,3.77,1,7.5,low,2.01,,5,2.38,F,
2.53, 68.0 %,6,93.83,6.68,1.71,4.81,,5.83,,4.72,3,1,,male,
1.17,73.3%,6,57.55,6.36,2.32,2.33,9,7.16,5,0.35,3,2,2.7,Female,4
8.01, 84.5 %,7,72.46,9.26,6.61,3.73,5,7.82,5,2.32,3,3,2.04,F,5.49
6.49,94,2,58.99,6.97,2.28,1.43,5,4.92,,2.48,5,4,4,female,
7.3,60,0,86.53,8.55,5.38,,7,7,HIGH,3.49,5,2,5.96,Male,5.22
8.54,95.9%,10,95.82,5.74,7.79,0.56,10,7.67,5,2.54,4,4,9.9,Male,4.73
,91,8,61.53,,4.66,1.07,8,5.79,2,3.18,2,1,4.77,male,
9.65, 98.9 %,0,88.34,7.74,,2.41,6,4.81,HIGH,3.83,3,5,4.83,Female,
5.82,94,10,69.9,6.34,3.24,0.55,5,5.43,HIGH,,4,5,1.53,male,4.39
5.4, 64.0 %,5,63.79,7.47,6.76,2.58,1,8.67,3,1.26,4,,7.89,Male,4
4.62,55,8,,8.48,,2.85,10,5.79,4,5.83,5,2,2.64,F,
2.38, 55.6 %,1,70.62,5.06,6.06,3.3,10,,2,3.22,2,2,7.7,Male,4
6.15, 64.6 %,3,,8.19,6.44,0.95,,4.41,medium,2.49,4,,9.2,F,
3.49, 80.7 %,1,80.35,7.71,4.51,1.31,9,4.9,high,3.04,1,1,7.91,female,4
9.29,90,,55.67,6.1,,3.26,6,4.64,high,1.22,4,3,6.78,female,
6.25, 95.0 %,1,59.49,8.76,3.22,3.46,3,6.48,low,1.68,5,,6.44,M,5.02
6.34,81.2%,0,95.92,6.52,4.61,0.62,10,,1,3.61,3,,5.08,M,4.41
4.19,50,10,80.71,6.38,5.81,2.93,7,8.21,medium,2.51,5,5,2.3,female,4.16
1.47, 59.3 %,2,89.6,7.36,2.18,4.03,4,8.41,low,3.33,5,4,8.01,F,4
1.29, 55.0 %,7,,8.38,2.92,0.81,3,6.37,1,1.05,2,3,5.3,Female,
4.81, 68.2 %,4,72.63,9.64,5.56,2.36,7,8.44,low,1.1,1,1,6.63,Male,4.22
1.76, 75.1 %,3,98.28,5.71,5.59,1.97,6,6.25,1,2.69,1,2,4.37,F,4
6.46,52.2%,4,59.12,6.98,4.45,,4,,5,2.65,2,4,2.81,Female,4
8.93,67.4%,5,49.63,5.33,6.57,1.34,10,4.81,high,6.18,2,3,8.26,Female,4.45
,59.0%,5,70.65,8.79,4.37,1.93,8,4.26,1,0.23,4,1,4.08,female,
6.93, 82.4 %,4,63.27,7.24,7.17,4.54,2,4.8,4,6.95,1,3,8.8,male,4.69
2.9, 73.2 %,10,49.57,8.53,6.15,1.99,6,5.26,,6.7,5,4,9.69,male,
8.77,75,5,93.31,6.61,3.2,2.89,3,7.75,1,3.8,4,,8.47,M,5.54
8.97,71.4%,8,99.44,,3.77,0.65,8,4.87,medium,5.03,1,2,2.15,M,
2.77, 97.8 %,4,74.11,7.67,5.67,4.93,8,4.65,2,6.55,3,1,8.7,male,4.34
7.64, 60.7 %,5,86.48,9.72,7.26,4.21,,8.64,5,1.76,5,3,5.67,Male,5.3
3.58,75.8%,3,91.54,5.39,2.25,3.35,2,7.44,high,2.21,5,3,3.17,Female,4
13.9247315714633, 86.8 %,2,82.06,7.57,4.6,0.77,4,1.80467735137686,5,0.78,4,3,1.84,F,5.62
9.98, 77.8 %,5,42.65,8.83,1.83,0.84,1,4.47,4,3.95,1,3,3.51,F,5.37
1.27,,,49.46,8,2.96,2.95,3,8.26,low,1.12,2,3,2.24,male,
9.08, 68.9 %,10,44.26,5.12,5.8,1.78,4,4.54,medium,6.52,3,5,1.23,female,4.41
6.6,73,4,40.59,9.86,1.54,3.3,10,7.06,high,3.02,5,1,9.89,Female,5.01
9.76,54,3,58.36,6.49,5.64,,3,7.34,high,6.44,2,1,8.48,F,4.91
5.19,80,4,63.54,6.25,7.31,4.27,5,6,5,1.44,2,1,7.65,male,4
8.63,64.4%,6,54.46,7.43,7.79,1.77,10,8.56,5,4.86,2,1,2.74,M,4
1.56,58.0%,0,43.88,,2.52,3.1,7,4.25,5,4.53,2,4,1.25,F,
4.02,77.2%,0,71.79,8.83,,4,8,8.09,low,2.8,4,3,5.37,F,
1.6,77,10,56.4,6.97,7.48,2.71,8,6.77,5,6.29,5,5,7.68,M,4
9.78,53.8%,0,87.76,7.2,1.64,4.24,2,7.06,,3.04,2,4,9.67,female,
8.35, 84.9 %,1,40.48,7.67,,1.09,1,8.93,1,1.39,2,1,8.59,female,
8.67, 81.2 %,8,,6.97,7.44,3.8,6,6.91,1,6.84,1,1,9.04,male,
9.44, 59.5 %,4,97.29,9.57,2.42,4.74,1,7.99,2,3.09,5,5,3.15,Male,6.17
1.77, 73.5 %,8,82.97,9.26,7.54,1.99,6,4.77,HIGH,1.46,3,1,2.4,F,4
4.47, 86.0 %,4,84.02,7.27,4.69,2.15,7,8.05,4,2.55,2,1,3.23,M,4
1.64, 76.5 %,6,96.01,5,1.7,0.88,9,7.81,low,4.29,4,1,2.25,F,4.14
2.9, 69.8 %,5,52.54,9.5,4.15,3.39,10,8.84,3,3.58,2,1,8.19,F,4
3.06,66.1%,1,99.67,5.62,3.28,2.99,10,8.68,low,4.45,2,4,9.13,F,4.1
5.22,81,2,,,2.98,0.68,1,5.07,medium,4.63,2,4,3.77,male,
3.42,97,4,83.59,5.76,4.79,3.88,7,6.32,4,0.86,5,4,8.89,female,4
1.91,84,3,61.67,5.9,4.39,,4,8.56,4,2.2,5,1,1.5,male,4
2.51,54,10,72.75,9.01,4.37,,9,7.2,5,5.24,2,2,7.1,Male,4
2.33, 73.0 %,5,79.24,7.9,1.62,2.96,4,6.32,,4.55,4,,5.75,Female,
9.76,,7,77.22,9.78,,2.54,2,4.54,HIGH,0.62,3,3,3.49,M,
7.83, 54.7 %,7,82.3,6.16,4.37,4.44,1,5.76,Low,2.21,1,3,7.91,M,4.78
9.71, 99.4 %,2,44.94,7.43,6.75,2.29,7,7.33,2,6.52,3,2,2.91,Female,4.69
4.96,97.5%,3,61.34,,6.77,3.45,7,7.88,low,,4,5,4.75,Female,
3.51,54,0,66.04,,3.22,3.27,3,6.24,5,4.69,4,3,7.39,,
8.18,96.7%,1,55.64,8.64,1.03,2.17,5,4.28,4,0.51,3,5,4.04,Male,4.4
3.94,68,8,50.36,5.94,7.38,0.89,10,7.17,5,4.25,3,3,8.7,F,4
3.69,92.2%,9,48.34,8.85,6.32,0.6,7,8.61,Low,0.09,2,2,8.79,male,4
3.09,71,9,,6.74,1.75,2.43,8,6.48,HIGH,4.63,3,4,,M,
2.17,72,1,69.61,7.65,5.91,2.67,9,8.64,HIGH,5.12,3,5,4.96,Female,4
3.31,81.7%,5,43.78,8.05,1.14,4.2,10,5.77,5,3.48,2,5,4.89,female,4
4.2,88.7%,6,96.79,8.05,1.19,2.36,10,8.43,1,0.03,4,2,4.69,Male,5.45
7.07, 51.7 %,,85.91,8.63,4.68,1.77,1,7.93,low,4.67,5,5,5.52,female,
1.56,79.7%,7,83.85,8.31,1.67,2.58,9,8.81,Low,5.74,2,3,1.67,M,4.47
2.89,59,8,50.37,5.34,7.75,1.57,6,7.96,low,4.1,3,4,8.83,F,4
